ID,ImageUrl,Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Hentai,Horror,Mahou Shoujo,Mecha,Music,Mystery,Psychological,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Thriller
154042,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b154042-012S3WOvTua3.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6581,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx6581-7ghWXT6e8gj4.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21618,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21618-TZdp0ETHXLp8.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19669,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx19669-QUUj3sy8egt5.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21578,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21578-XXfNNVseCg2G.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111428,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx111428-JGrnjBDHLGQb.png,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6555,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx6555-yC1SDKSpWaJ3.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15379,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx15379-tSZbUJQzAvRi.png,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3638,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b3638-Quga7QHLp0Lv.png,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178100,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx178100-GF4dKSrkdByJ.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106570,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b106570-ynxEgGNwDEa0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
98607,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx98607-00IsY9yY7Aed.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145608,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx145608-beRhL5C0aO5V.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
128399,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx128399-vNFzJFr7tXdZ.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
21092,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx21092-1NML6TdngmBq.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2523,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2523.jpg,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
141,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/141.jpg,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20661,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20661-aCR7QgzDfOSI.png,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
173335,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx173335-iWDaWkuSuZW5.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3334,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3334.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116251,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx116251-QWfi8HuXIb8W.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2967,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/2967.jpg,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5164,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5164.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
160389,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx160389-2f6SosbyUpxX.jpg,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9890,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx9890-Z1Kz2GqDLfB4.png,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21484,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21484-ieHvsde5RG99.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14047,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/14047.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
167087,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx167087-Hf3MjsSVIerP.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3539,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3539.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1070,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1070.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21186,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21186-v6A5xZwvomDK.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
21748,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21748-ZOusM9wb6Pln.png,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20527,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20527-6idifxd10b2Q.png,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21761,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21761-LRRFv77vqtr7.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1525,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1525-5KqKphuWOmt6.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14617,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx14617-YLbJRuhN3uQz.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19569,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/19569.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3497,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3497.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
207848,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx207848-Vo4EzCwJ3NZ1.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100719,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx100719-zujHjeEBqmo7.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173780,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx173780-O7v1YfXg61JT.png,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98763,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx98763-URJaG8wzSGzP.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99732,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx99732-acHUbWeYBRKB.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
87480,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/87480-yrlSMyeujL0w.jpg,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1575-hsmWM2ydNm1m.jpg,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2392,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx2392-Y5dURLq45OKG.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115115,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx115115-CE8Z8fzSvqaY.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102933,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx102933-REEZB2GCMqkg.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
21886,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21886-ORLugeoBhN10.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
516,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx516-ofBmeR4TcbKb.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
196029,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx196029-4ML0UHngkZhn.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
179302,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx179302-gWWAh5BfQyl4.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9608,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n9608-iwTJASBYxkd4.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106509,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx106509-nTJyMJKbvRFn.jpg,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20457,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20457-ftrNiYhZzgoY.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
131019,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx131019-xaTtBN2G6BrO.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
20517,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20517-SNNUtav2knou.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
118936,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx118936-iGnzs2TqNaTa.jpg,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17082,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx17082-aibgI1fdiFzS.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208835,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b208835-EJqbs37CXiWf.png,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
185281,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx185281-yqGCVdcPXnYV.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4298,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4298.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100526,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx100526-Hw6U34Hw2TDb.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3000,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3000.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10536,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx10536-OWWiu3VOlJn9.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103139,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx103139-2TfvRyGTE1qp.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129192,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx129192-p9qQ3GNgoqnS.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1071.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101002,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx101002-tBiVbnDLzfb6.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112301,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx112301-f88Fs2es4pSr.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14949,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/14949.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3254,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3254.jpg,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
155011,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx155011-dCGHIBUyI2km.jpg,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
116415,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b116415-5EavwM1M0Av2.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6379,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6379.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
915,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/915-Y7tGnj7BJVZq.png,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183274,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx183274-zqrwevS4PBJF.jpg,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
180332,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b180332-pbtkiF3TjfBQ.png,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
171145,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx171145-tvVUfRjbD4AZ.png,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204617,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx204617-Bo6lBDpSNa5X.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3447.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
136435,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx136435-LWGyXLdHE71D.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
107444,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx107444-hY27R9jslOji.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191492,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx191492-EgmRSCxwLYSq.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104746,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n104746-uqYHJ9oTeQ0N.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
620,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/620.jpg,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
668,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/668.jpg,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1747,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx1747-CSVhuCff8Ui7.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
555,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/555.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
724,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/724.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6513,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6513.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18045,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/18045.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116005,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx116005-yfngIe9aBaJw.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108810,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx108810-OR4w1wrY9Mcy.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183602,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx183602-8yGvSxmilgjW.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104252,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx104252-DTFPQy0uae3o.png,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176373,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx176373-GkYDehw14rxJ.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/131.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21050,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21050-jGDgfWrFdCIJ.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6380,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx6380-jSQ4Kg2jfEQk.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8743,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/8743.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16680,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/16680.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14583,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/14583.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5337,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx5337-wg88zuz885Vb.jpg,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
19685,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx19685-ureQLpQjTt00.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12279,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b12279-lowcA3dmSJQh.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3080,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/3080.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20590,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20590-LuMDAd75Kg3C.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3223,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx3223-qT8H27UlSiJW.png,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8603,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/8603.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155730,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx155730-1dE2C3K8VFdW.png,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
109217,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx109217-VZ0m6KhY3dHg.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
422,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/422.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101125,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx101125-ndPxUCXrAuY4.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/1619.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
133898,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx133898-KdQ7fWTG06n4.png,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21619,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21619-DO2ECcxpRXo9.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125124,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx125124-FHz4ND4kJzqu.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1489,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n1489-2KOUALyzIbHp.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7592,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx7592-28Qy7SBbSquT.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9507,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/9507.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98437,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx98437-5q0GWqHhNAgJ.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12113,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx12113-cIF2NXNRX1iB.jpg,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
145768,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b145768-LCIU39o2PUt5.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8655,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx8655-Eas5esVlIE2Q.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181867,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx181867-hMyfSqPY9uZ2.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157062,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx157062-l7DO5kLKw6Vm.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21116,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21116-wvQsXTMU3QDg.png,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
109003,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b109003-w2ZwyaD3UuE3.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4213,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4213.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4701,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4701.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115405,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx115405-PhFv8rKr4gyD.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145813,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx145813-mp38DT8omMKU.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20047,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20047-QcFqHoZNuCIH.png,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1495,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx1495-U1Ma5BBIQ3Qz.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18277,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx18277-Vwm314Nr6vsg.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8129,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx8129-VasAsXbiixR1.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4672,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx4672-NFXxVPGXSZQB.png,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
98444,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx98444-Vzysp1EsrzgD.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204432,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx204432-h8U4bVnSU6bM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
751,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx751-70V5sG6HJQUr.png,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181865,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b181865-4Yr9lhwWN7AL.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7330,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7330.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8632,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b8632-wbS7P2vHB1Wp.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21647,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx21647-zMUXNhcVyRyv.png,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
102353,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx102353-CDQ0v6R8dgJ8.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8258,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/8258.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102358,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx102358-voPt2Al9jZZn.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101098,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/101098-1cOz8WyzC0Yi.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164440,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx164440-VXOPw3qxGzdz.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159727,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx159727-IPzzk3AIU7Yh.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188525,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx188525-TBVfJaCZrcfg.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4463,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4463.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21227,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21227-b5W4jg4x8yzU.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179873,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx179873-Y5OSMDt8Znj4.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5333,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx5333-7KI0MknKaXbA.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20878,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20878-p6VBv7uw1QFV.jpg,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
