ID,Title,ImageUrl,Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Hentai,Horror,Mahou Shoujo,Mecha,Music,Mystery,Psychological,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Thriller,SeriesGroup
4011,微熱っ娘　♭[フラット]37℃　THE　ANIMATION,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4011.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4011
4104,ミニモニ。,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4104.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_4104
4266,ヴィ・デュラン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx4266-fupOR6fRYTAo.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_4266
4298,ふたりのジョー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4298.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_4298
4340,タワー オブ エトルリア,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4340.jpg,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4340
4350,女狼狂濡,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4350.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,series_4350
4363,痴漢電車,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4363.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_2187
4364,くノ一幕末奇譚,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx4364-kGXWbyDPB4ee.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4364
4487,エーベンブルグの風,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4487.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4487
4603,気分²,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4603.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4603
4604,隷嬢キャスター 〜淫虐の罠〜,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4604.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4604
4638,Milkyway,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4638.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,series_4638
4692,Tragic Silence 少女遊戯,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4692.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4692
4852,女教師 二十三歳,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/4852.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_4852
5049,陰陽師 ～妖艶絵巻～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5049.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,series_5049
5071,コロッケ！,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx5071-ZzbBZjAfYwYx.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_5071
5129,時空冒険記　ゼントリックス,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5129.jpg,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_5129
5147,こみっくパーティーRevolution,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5147.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_289
5288,ラーゼフォン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx5288-tfYfhJhx28dF.jpg,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,series_165
5398,Masaru あしたの雪之丞2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5398.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_5398
5421,Ark,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5421.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,series_5421
5529,おどるポケモンひみつ基地,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx5529-mLMLp3kcx9JL.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1121
5551,素人倶楽部/ハメ撮りアニメ完全無修正!!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5551.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_5551
5552,零媚耶,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5552.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_5552
5555,水晶の夜 ~蒼い告白より~,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5555.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_5555
5560,蒼い告白,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5560.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_5560
5606,凌辱女子学園,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5606.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_5606
5613,人形の館,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5613.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_5613
5614,失格医師,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5614.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_5614
5645,キャッスルファンタジア ～聖魔大戦～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5645.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_5645
5715,アーケードゲーマーふぶき 特別編 〜カべノムコウノパラダイス〜,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx5715-EhQRvet0aCUj.png,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1596
5865,ななか６／１７,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/5865.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_776
6015,女神探偵,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6015.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,series_2956
6328,ボンデージ・ゲーム -深窓の隷嬢達-,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6328.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,series_2349
6434,最遊記RELOAD うら最,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/6434.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_129
6877,ぼくたちピチューブラザーズ　～パーティはおおさわぎ！のまき～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx6877-7oARGnQDVHZa.png,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1121
7048,クラッシュギア ニトロ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx7048-UIq7tVN7hzH2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_3012
7466,走れ！,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7466.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_7466
7750,デジガールPOP! 〜STRAWBERRY＆POP MIX FLAVOR〜,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b7750-yNCHGXn9PNSt.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_7750
7751,ミッドナイトホラースクール,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7751.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_7751
7877,もも子、かえるの歌がきこえるよ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx7877-ZxE6qmEHSh9z.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_7877
8108,とっとこハム太郎公式サイト　ハムハムグランプリン　オーロラ谷の奇跡　〜リボンちゃん危機一髪！〜,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/8108.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,series_508
8229,onちゃん夢パワー大冒険！,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b8229-6pnHkO0r6TKh.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_3500
8363,映画 クレヨンしんちゃん 嵐を呼ぶ栄光のヤキニクロード,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/8363.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_2172
8949,ハムちゃんずの宝さがし大作戦〜はむはー!すてきな海のなつやすみ〜,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/8949.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_508
9568,オリジナルショートストーリー 「祇園会」,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/9568.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_161
9795,映画 あたしンち,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/9795.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_3006
10112,アレクサンドロスの決断,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b10112-Ie2mLxTWcjW6.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_10112
10239,まゆとろ THE TOONS,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/10239.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_10239
11791,それいけ! アンパンマン ルビーの願い,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx11791-PjuCKEKLrNBz.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_11791
12069,はじめの一歩 THE FIGHTING! ボクサーの拳,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12069-8iXSMYNyflIV.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_263
12225,ギャラクシーエンジェルS,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12225.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_383
12359,ペコラ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12359.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_12359
12497,ガラクタ通りのステイン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12497.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_3519
12725,頭文字D to the Next Stage ～プロジェクトDへ向けて～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx12725-CcU0ICZWAbi0.png,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_18
12809,ワンダーベビルくん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12809.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_12809
14685,おねがい☆ティーチャー Reminiscenceディスク,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/14685.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,series_195
17959,ASTROBOY鉄腕アトム　アトム誕生の秘密,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n17959-q1VkXrefqCe1.png,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_971
18447,스피어즈,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/18447.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_18447
18637,ASTRO BOY 鉄腕アトム特別編 イワンの惑星~ロボットと人間の友情~,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b18637-mIj2qtXtSYIw.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_971
19497,かげろうかーくん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/19497.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_19497
20123,かっぱまき,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20123.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_20123
20185,Pa-Pa-Pa ザ★ムービー パーマン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20185.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_20185
20189,ぼくの孫悟空,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20189-9VUrxof1xNsw.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_20189
20235,凧になったお母さん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b20235-diRsc3zIrgLb.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_7775
99713,アフロサムライ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/99713-lLHyTLwnu4qV.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_1292
107627,PIANO,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b107627-ssEbMWh7R7hq.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,series_328
119134,ハートカクテルアゲイン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119134-JvypIHUPL4n2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_119134
129608,THEビッグオー (2003),https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx129608-fKarGt6WZ9Mb.jpg,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,series_129608
143390,ニャンコス Hello! Our Brilliant Future,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b143390-AwWOuLYoZO3A.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,series_143390
145277,絶体絶命でんぢゃらすじーさん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b145277-J6jPr19i0RyB.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_10987
145503,G-onらいだーす アンドロ白書,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b145503-700PM2QxXG7N.png,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_1623
145772,こちら葛飾区亀有公園前派出所スペシャル 擬宝珠家ご一行様INハワイアン大パニック,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b145772-3ClCpuJRnVJe.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_145772
145773,こちら葛飾区亀有公園前派出所スペシャル 世界ナンバーワンポリス決定戦!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b145773-8TL9V1tnWUNf.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_145773
145774,こちら葛飾区亀有公園前派出所スペシャル 爆走列車！網走発東京行き！両津VS拳法バァさん！,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b145774-r5Y2yWGs3YPh.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_145774
170426,わがまま☆フェアリー ミルモでポン! ごおるでん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b170426-lrYC339O20vy.jpg,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,series_1744
171929,それいけ! アンパンマン 怪傑ナガネギマンとドレミ姫,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b171929-ALf2xSt3vd7W.png,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_171929
186750,妄想科学シリーズ ワンダバスタイル みっくすJUICEの作り方,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b186750-ezZwN8d4yqIo.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_545
208054,ハートカクテル・アゲイン 恋の連鎖,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b208054-jXlGZPyguypK.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_119134
8,冒険王ビィト,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b8-ReS3TwSgrDDi.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,series_8
18,頭文字〈イニシャル〉D FOURTH STAGE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b18-r7IirVmwP89u.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_18
19,MONSTER,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx19-gtMC64182sm4.jpg,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,series_19
23,リングにかけろ１,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx23-OwtP69d9B9kg.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_23
24,スクールランブル,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx24-FY8Y08LrROKE.png,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_24
25,砂ぼうず,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx25-H1etX7IgfFtQ.jpg,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_25
28,焼きたて!! ジャぱん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx28-QuKcZpUjTXzV.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_28
29,ジパング,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx29-0PsnJVadMG7k.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_29
54,アップルシード,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx54-NRZifY4de4u4.jpg,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_54
57,BECK,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx57-4wTOlaVSgKoy.png,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,series_57
63,ディアーズ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx63-2EYTwbAK4CLR.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,series_63
64,ローゼンメイデン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx64-JsxXAcf3ZKo1.png,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_64
74,学園アリス,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b74-QZI9kO7eesrb.jpg,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,series_74
75,蒼穹のファフナー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx75-j5QtzskLdNry.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_75
76,魔法少女リリカルなのは,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx76-wRwZobrx9MPj.jpg,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,series_76
94,機動戦士ガンダムSEED DESTINY,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx94-tng83ksiXm5E.jpg,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,series_93
98,舞-HiME,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx98-rGddbbtcCuYP.jpg,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,series_98
102,愛してるぜ ベイベ★★,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx102-nacpPTHmjvXJ.png,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_102
108,王ドロボウ JING in Seventh Heaven,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/108.jpg,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,series_107
109,爆裂天使,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx109-WfAppfDHUpBf.png,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_109
112,超変身コス∞プレイヤー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/112.jpg,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_112
119,Φなる・あぷろーち,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx119-OitBgnCg8T7c.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_119
125,双恋,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/125.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_125
131,最遊記RELOAD GUNLOCK,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/131.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_129
139,HUNTER×HUNTER　G・I　Final,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx139-qiFhjx4o1sKI.png,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_137
143,神無月の巫女,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx143-RcqeTmjW0Amu.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,series_143
146,この醜くも美しい世界,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx146-JPwhcOFDs1bY.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,series_146
148,北へ。 ～Diamond Dust Drops～,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx148-5Qvzc17vUOv0.png,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_148
151,Re:キューティーハニー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx151-QxUNuq82t7XK.jpg,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,series_151
158,マリア様がみてる,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx158-8bOVtlzJmq1r.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,series_158
159,忘却の旋律,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/159.jpg,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,series_159
166,サムライセブン,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx166-aKHPMNS3oGQW.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,series_166
173,tactics,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/173.jpg,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,series_173
174,天上天下,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx174-s2PpkrK9X3Rw.jpg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_174
204,ゆめりあ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/204.jpg,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_204
205,サムライチャンプルー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx205-7tHVFu6dPBm9.png,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_205
222,MEZZO -メゾ-,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx222-AWGEcDS0VacZ.png,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,series_221
226,エルフェンリート,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx226-MibyRKhIrnTe.png,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,series_226
229,ニニンがシノブ伝,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx229-9pnfDQ6gYzMr.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_229
234,ダンドー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/234.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,series_234
239,巌窟王,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx239-eldiiZxky1Ul.png,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,series_239
240,げんしけん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx240-YaEXxztQRFix.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_240
241,GIRLSブラボー first season,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx241-8D6mfBUZBsjc.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_241
242,ごくせん,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b242-gR6cc2RIa7BJ.png,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,series_242
244,アガサ・クリスティーの名探偵ポワロとマープル,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx244-qrV2TOPYZUIN.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,series_244
247,遙かなる時空の中で〜八葉抄〜,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx247-XBzo0yex3xbG.png,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_247
251,今日からマ王！,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx251-Ayui0ECuDPEe.png,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series_251
252,マドラックス,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx252-VPLN6O7v18RC.png,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,series_252
255,ジャングルはいつもハレのちグゥ　ＦＩＮＡＬ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/255.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,series_253
262,HAPPY☆LESSON THE FINAL,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/262.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_259
269,BLEACH,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx269-d2GmRkJbMopq.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,series_269
275,LOVE♥LOVE?,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/275.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,series_112
278,ビューティフル  ジョー,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/278.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,series_278
281,アカネマニアックス,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/281.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,series_147
